job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,183900.0,USD,183900.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,108800.0,USD,108800.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,121200.0,USD,121200.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,231250.0,USD,231250.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,111000.0,USD,111000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,300000.0,USD,300000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,210500.0,USD,210500.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,105300.0,USD,105300.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,158400.0,USD,158400.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,85800.0,USD,85800.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,134200.0,USD,134200.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,103200.0,USD,103200.0,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2023.0,United States,95400.0,USD,95400.0,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2023.0,United States,57800.0,USD,57800.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023.0,United States,86000.0,USD,86000.0,United States,Medium
Data Analyst,Executive-level,Full-time,On-site,2023.0,United States,125000.0,USD,125000.0,United States,Medium
Data Analyst,Executive-level,Full-time,On-site,2023.0,United States,87500.0,USD,87500.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023.0,United States,133200.0,USD,133200.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,,United States,84000.0,USD,84000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,171000.0,USD,171000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,93000.0,USD,93000.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,216450.0,USD,216450.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,123750.0,USD,123750.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,212800.0,USD,212800.0,United States,Large
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,124100.0,USD,124100.0,United States,Large
Data Scientist,Mid-level,Full-time,Remote,2023.0,United States,205000.0,USD,205000.0,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2023.0,United States,166000.0,USD,166000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,231650.0,USD,231650.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,189100.0,USD,189100.0,United States,Medium
Data Engineer,Senior-level,Full-time,,2023.0,United States,266875.0,USD,266875.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,128250.0,USD,128250.0,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023.0,United States,158600.0,USD,158600.0,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023.0,United States,115300.0,USD,115300.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,225300.0,USD,225300.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,197400.0,USD,197400.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023.0,United States,109900.0,USD,109900.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023.0,United States,61200.0,USD,61200.0,United States,Medium
Data Integration Engineer,Senior-level,Full-time,Remote,2023.0,United States,161000.0,USD,161000.0,United States,Medium
Data Integration Engineer,Senior-level,Full-time,Remote,2023.0,United States,75000.0,USD,75000.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,166000.0,USD,166000.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,73100.0,USD,73100.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023.0,United States,138510.0,USD,138510.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023.0,United States,95490.0,USD,95490.0,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2023.0,United States,150000.0,USD,150000.0,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2023.0,United States,110000.0,USD,110000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,232200.0,USD,232200.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,133300.0,USD,133300.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,178250.0,USD,178250.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,110500.0,USD,110500.0,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023.0,United States,190000.0,USD,190000.0,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023.0,United States,160000.0,USD,160000.0,United States,Medium
Applied Scientist,Senior-level,Full-time,Remote,2023.0,United States,216000.0,USD,216000.0,United States,Medium
Applied Scientist,Senior-level,Full-time,Remote,2023.0,United States,184000.0,USD,184000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,230000.0,USD,230000.0,United States,Medium
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023.0,United States,165600.0,USD,165600.0,United States,Large
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023.0,United States,65800.0,USD,65800.0,United States,Large
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,82500.0,USD,82500.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,247250.0,USD,247250.0,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,2023.0,United States,169000.0,USD,169000.0,United States,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,2023.0,United States,105500.0,USD,105500.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,195800.0,USD,195800.0,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023.0,United States,108500.0,USD,108500.0,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023.0,United States,78800.0,USD,78800.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,225000.0,USD,225000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,166000.0,USD,166000.0,United States,Medium
Business Intelligence Manager,Mid-level,Full-time,Remote,2023.0,United States,160000.0,USD,160000.0,United States,Medium
Business Intelligence Manager,Mid-level,Full-time,Remote,2023.0,United States,110000.0,USD,110000.0,United States,Medium
Data Analyst,Mid-level,Full-time,Remote,2023.0,United States,87500.0,USD,87500.0,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023.0,United States,135000.0,USD,135000.0,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023.0,United States,100000.0,USD,100000.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,289800.0,USD,289800.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,214200.0,USD,214200.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,167500.0,USD,167500.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,106500.0,USD,106500.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,146000.0,USD,146000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,128000.0,USD,128000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,81500.0,USD,81500.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,370000.0,USD,370000.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023.0,United States,175000.0,USD,175000.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023.0,United States,160000.0,USD,160000.0,United States,Medium
Data Integration Specialist,Entry-level,Full-time,Remote,2023.0,United States,240000.0,USD,240000.0,United States,Medium
Data Integration Specialist,Entry-level,Full-time,Remote,2023.0,United States,100000.0,USD,100000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,180000.0,USD,180000.0,United States,Medium
Applied Scientist,Mid-level,Full-time,On-site,2023.0,United States,249300.0,USD,249300.0,United States,Large
Applied Scientist,Mid-level,Full-time,On-site,2023.0,United States,149300.0,USD,149300.0,United States,Large
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,248100.0,USD,248100.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,145900.0,USD,145900.0,United States,Medium
Data Science Practitioner,Senior-level,Full-time,On-site,2023.0,United States,170200.0,USD,170200.0,United States,Medium
Data Science Practitioner,Senior-level,Full-time,On-site,2023.0,United States,83900.0,USD,83900.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,94100.0,USD,94100.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,226600.0,USD,226600.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,140100.0,USD,140100.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,156000.0,USD,156000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,124000.0,USD,124000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,132600.0,USD,132600.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2023.0,United States,308000.0,USD,308000.0,United States,Medium
Research Engineer,Senior-level,Full-time,On-site,2023.0,United States,190400.0,USD,190400.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023.0,United States,155000.0,USD,155000.0,United States,Medium
Data Architect,Senior-level,Full-time,On-site,2023.0,United States,136000.0,USD,136000.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023.0,United States,75000.0,USD,75000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,214500.0,USD,214500.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,132600.0,USD,132600.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,111000.0,USD,111000.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,104000.0,USD,104000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,85000.0,USD,85000.0,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023.0,United States,180250.0,USD,180250.0,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023.0,United States,118000.0,USD,118000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,212800.0,USD,212800.0,United States,Large
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,111600.0,USD,111600.0,United States,Large
Data Analyst,Senior-level,Full-time,Remote,2023.0,United States,157500.0,USD,157500.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023.0,United States,132500.0,USD,132500.0,United States,Medium
Business Intelligence Analyst,,Full-time,Remote,2023.0,United States,171000.0,USD,171000.0,United States,Medium
Business Intelligence Analyst,Senior-level,Full-time,Remote,2023.0,United States,152000.0,USD,152000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,223600.0,USD,223600.0,United States,Large
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,115000.0,USD,115000.0,United States,Large
Business Intelligence Developer,Mid-level,Full-time,Remote,2023.0,United States,140000.0,USD,140000.0,United States,Medium
Business Intelligence Developer,Mid-level,Full-time,Remote,2023.0,United States,110000.0,USD,110000.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023.0,United States,130900.0,USD,130900.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023.0,United States,72700.0,USD,72700.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,333500.0,USD,333500.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,144000.0,USD,144000.0,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023.0,United States,180000.0,USD,180000.0,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023.0,United States,118200.0,USD,118200.0,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023.0,United States,354200.0,USD,354200.0,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023.0,United States,221800.0,USD,221800.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,73000.0,USD,73000.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023.0,United States,156600.0,USD,156600.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023.0,United States,137200.0,USD,137200.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,149000.0,USD,149000.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,65300.0,USD,65300.0,United States,Medium
Data Engineer,Mid-level,Full-time,Remote,2023.0,United States,187000.0,USD,187000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,119636.0,USD,119636.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,70374.0,USD,70374.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023.0,United States,67000.0,USD,67000.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023.0,United States,102000.0,USD,102000.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023.0,United States,94770.0,USD,94770.0,United States,Medium
Data Scientist,Entry-level,Full-time,On-site,2023.0,United States,133000.0,USD,133000.0,United States,Medium
Data Scientist,Entry-level,Full-time,On-site,2023.0,United States,58400.0,USD,58400.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023.0,United States,169900.0,USD,169900.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023.0,United States,164100.0,USD,164100.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,180240.0,USD,180240.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,120160.0,USD,120160.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023.0,United States,93400.0,USD,93400.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,119000.0,USD,119000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,71400.0,USD,71400.0,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023.0,United States,225100.0,USD,225100.0,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023.0,United States,140900.0,USD,140900.0,United States,Medium
ML Engineer,Mid-level,Full-time,On-site,2023.0,United States,179000.0,USD,179000.0,United States,Medium
ML Engineer,Mid-level,Full-time,On-site,2023.0,United States,144000.0,USD,144000.0,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023.0,United States,250800.0,USD,250800.0,United States,Medium
Research Scientist,Entry-level,Full-time,On-site,2023.0,United States,167200.0,USD,167200.0,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023.0,United States,144000.0,USD,144000.0,United States,Medium
Research Scientist,Mid-level,Full-time,On-site,2023.0,United States,76000.0,USD,76000.0,United States,Medium
Data Lead,Executive-level,Full-time,On-site,2023.0,United States,230000.0,USD,230000.0,United States,Medium
Data Lead,Executive-level,Full-time,On-site,2023.0,United States,180000.0,USD,180000.0,United States,Medium
Data Scientist,Entry-level,Full-time,Remote,2023.0,United States,156450.0,USD,156450.0,United States,Medium
Data Scientist,Entry-level,Full-time,Remote,2023.0,United States,119200.0,USD,119200.0,United States,Medium
Research Scientist,Senior-level,Full-time,Remote,2023.0,United States,150000.0,USD,150000.0,United States,Medium
Research Scientist,Senior-level,Full-time,Remote,2023.0,United States,130000.0,USD,130000.0,United States,Medium
Head of Data,Executive-level,Full-time,On-site,2023.0,United States,247500.0,USD,247500.0,United States,Medium
Head of Data,Executive-level,Full-time,On-site,2023.0,United States,172200.0,USD,172200.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023.0,United States,97500.0,USD,97500.0,United States,Medium
Research Scientist,Executive-level,Full-time,On-site,2023.0,United States,220000.0,USD,220000.0,United States,Medium
Research Scientist,Executive-level,Full-time,On-site,,United States,185000.0,USD,185000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,303050.0,USD,303050.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,202350.0,USD,202350.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,201650.0,USD,201650.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,124600.0,USD,124600.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,145000.0,USD,145000.0,United States,Medium
Business Intelligence Engineer,Mid-level,Full-time,Remote,2023.0,United States,89500.0,USD,89500.0,United States,Medium
Business Intelligence Engineer,Mid-level,Full-time,Remote,2023.0,United States,65000.0,USD,65000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023.0,United States,328400.0,USD,328400.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023.0,United States,205600.0,USD,205600.0,United States,Medium
Data Engineer,Entry-level,Full-time,Remote,2023.0,United States,85000.0,USD,85000.0,United States,Medium
Data Engineer,Entry-level,Full-time,Remote,2023.0,United States,61800.0,USD,61800.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023.0,United States,116000.0,USD,116000.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023.0,United States,72500.0,USD,72500.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023.0,United States,215000.0,USD,215000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023.0,United States,169850.0,USD,169850.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,147400.0,USD,147400.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,107682.0,USD,107682.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023.0,United States,225300.0,USD,225300.0,United States,Medium
Data Scientist,Mid-level,Full-time,On-site,2023.0,United States,197400.0,USD,197400.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,160000.0,USD,160000.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,136000.0,USD,136000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,204600.0,USD,204600.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,126500.0,USD,126500.0,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023.0,United States,210000.0,USD,210000.0,United States,Medium
Data Analyst,Entry-level,Full-time,On-site,2023.0,United States,86500.0,USD,86500.0,United States,Large
Data Analyst,Entry-level,Full-time,On-site,2023.0,United States,40400.0,USD,40400.0,United States,Large
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,329700.0,USD,329700.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,192351.0,USD,192351.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,280000.0,USD,280000.0,United States,Medium
Business Intelligence Analyst,Mid-level,Full-time,On-site,2023.0,United States,106700.0,USD,106700.0,United States,Medium
Business Intelligence Analyst,Mid-level,Full-time,On-site,2023.0,United States,97000.0,USD,97000.0,United States,Medium
Data Analyst,Senior-level,Full-time,Remote,2023.0,United States,175000.0,USD,175000.0,United States,Medium
Data Engineer,Entry-level,Full-time,On-site,2023.0,United States,88000.0,USD,88000.0,United States,Medium
Data Engineer,Entry-level,Full-time,On-site,2023.0,United States,60000.0,USD,60000.0,United States,Medium
Data Management Specialist,Senior-level,Full-time,On-site,2023.0,United States,123000.0,USD,123000.0,United States,Medium
Data Management Specialist,Senior-level,Full-time,On-site,2023.0,United States,93593.0,USD,93593.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,222405.0,USD,222405.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,172800.0,USD,172800.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,205600.0,USD,205600.0,United States,Large
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,105700.0,USD,105700.0,United States,Large
Machine Learning Engineer,Senior-level,Full-time,Remote,2023.0,United States,263500.0,USD,263500.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023.0,United States,189360.0,USD,189360.0,United States,Medium
AI Developer,Senior-level,Full-time,On-site,2023.0,United States,230000.0,USD,230000.0,United States,Medium
AI Developer,Senior-level,Full-time,On-site,2023.0,United States,124000.0,USD,124000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,184800.0,USD,184800.0,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023.0,United States,310000.0,USD,310000.0,United States,Medium
Data Architect,Senior-level,Full-time,Remote,2023.0,United States,206000.0,USD,206000.0,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023.0,United States,372000.0,USD,372000.0,United States,Medium
AI Engineer,Senior-level,Full-time,On-site,2023.0,United States,223000.0,USD,223000.0,United States,Medium
Data Scientist,Mid-level,Full-time,Remote,2023.0,United States,131000.0,USD,131000.0,United States,Medium
Data Manager,Senior-level,Full-time,On-site,2023.0,United States,233500.0,USD,233500.0,United States,Medium
Data Manager,Senior-level,Full-time,On-site,2023.0,United States,146000.0,USD,146000.0,United States,Medium
AI Architect,Senior-level,Full-time,Remote,2023.0,United States,305100.0,USD,305100.0,United States,Medium
AI Architect,Senior-level,Full-time,Remote,2023.0,United States,146900.0,USD,146900.0,United States,Medium
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023.0,United States,,USD,78800.0,United States,Medium
Business Intelligence Analyst,Entry-level,Full-time,On-site,2023.0,United States,44100.0,USD,44100.0,United States,Medium
MLOps Engineer,Mid-level,Full-time,On-site,2023.0,United States,166000.0,USD,166000.0,United States,Medium
MLOps Engineer,Mid-level,Full-time,On-site,2023.0,United States,73100.0,USD,73100.0,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023.0,United States,80000.0,USD,80000.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023.0,United States,80000.0,USD,80000.0,United States,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023.0,United States,202800.0,USD,202800.0,United States,Large
Business Intelligence Engineer,Senior-level,Full-time,On-site,2023.0,United States,104300.0,USD,104300.0,United States,Large
Data Science Manager,Executive-level,Full-time,On-site,2023.0,United States,272400.0,USD,272400.0,United States,Large
Data Science Manager,Executive-level,Full-time,On-site,2023.0,United States,140100.0,USD,140100.0,United States,Large
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,154000.0,USD,154000.0,United States,Medium
Data Engineer,Mid-level,Full-time,On-site,2023.0,United States,103000.0,USD,103000.0,United States,Medium
BI Developer,Entry-level,Full-time,On-site,2023.0,United States,85600.0,USD,85600.0,United States,Medium
BI Developer,Entry-level,Full-time,On-site,2023.0,United States,57000.0,USD,57000.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,190400.0,USD,190400.0,United States,Medium
Data Strategist,Senior-level,Full-time,Remote,2023.0,United States,119636.0,USD,119636.0,United States,Medium
Data Strategist,Senior-level,Full-time,Remote,2023.0,United States,70374.0,USD,70374.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,304750.0,USD,304750.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,98873.0,USD,98873.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,58161.0,USD,58161.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,138000.0,USD,138000.0,United States,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023.0,United States,85500.0,USD,85500.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,307100.0,USD,307100.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,216800.0,USD,216800.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,153600.0,USD,153600.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,106800.0,USD,106800.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,250000.0,USD,250000.0,United States,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023.0,United States,180000.0,USD,180000.0,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023.0,United States,160000.0,USD,160000.0,United States,Medium
Data Engineer,Executive-level,Full-time,On-site,2023.0,United States,130000.0,USD,130000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,162000.0,USD,162000.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,164640.0,USD,164640.0,United States,Medium
Data Analyst,Senior-level,Full-time,On-site,2023.0,United States,131712.0,USD,131712.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,74800.0,USD,74800.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,63600.0,USD,63600.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,253792.0,USD,253792.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,158620.0,USD,158620.0,United States,Medium
Business Intelligence Specialist,Senior-level,Full-time,On-site,2023.0,United States,259900.0,USD,259900.0,United States,Medium
Business Intelligence Specialist,Senior-level,Full-time,On-site,2023.0,United States,139200.0,USD,139200.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,293000.0,USD,293000.0,United States,Medium
Research Scientist,Senior-level,Full-time,On-site,2023.0,United States,185000.0,USD,185000.0,United States,Medium
Data Scientist,Senior-level,Full-time,On-site,2023.0,United States,115500.0,USD,115500.0,United States,Medium
Research Analyst,Mid-level,Full-time,On-site,2023.0,United States,142000.0,USD,142000.0,United States,Medium
Research Analyst,Mid-level,Full-time,On-site,2023.0,United States,102000.0,USD,102000.0,United States,Medium
Data Quality Engineer,Senior-level,Full-time,On-site,2023.0,United States,141600.0,USD,141600.0,United States,Medium
Data Quality Engineer,Senior-level,Full-time,On-site,2023.0,United States,121400.0,USD,121400.0,United States,Medium
Data Engineer,Senior-level,Full-time,On-site,2023.0,United States,240000.0,USD,240000.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,United States,55000.0,USD,55000.0,United States,Medium
Data Analyst,Mid-level,Full-time,On-site,2023.0,,49000.0,USD,49000.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023.0,United States,135000.0,USD,135000.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023.0,United States,200000.0,USD,200000.0,United States,Medium
Data Engineer,Senior-level,Full-time,Remote,2023.0,United States,180000.0,USD,180000.0,United States,Medium
Data Scientist,Senior-level,Full-time,Remote,2023.0,United States,168000.0,USD,168000.0,United States,Medium
Data Scientist,Entry-level,Full-time,On-site,2023.0,United States,105000.0,USD,105000.0,United States,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023.0,United States,115600.0,USD,115600.0,United States,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023.0,United States,79700.0,USD,79700.0,United States,Medium
